================================List of subscription================================
Subscription ID,Subscription Type,Duration,Start Date,End Date
10845,One_Off,1 Day,09/22/1975,09/22/1975
35828,Daily,45 Day,06/18/1987,08/02/1987
10843,Monthly,27 Month,11/21/1986,02/21/1989
35829,Daily,20 Day,12/11/1977,12/31/1977
35827,One_Off,1 Day,07/24/1973,07/24/1973
35824,Yearly,18 Year,07/27/1983,07/27/2001
10847,Monthly,16 Month,05/14/1970,09/14/1971
37618,Yearly,23 Year,03/10/1969,03/10/1992
35822,Monthly,32 Month,12/06/1983,08/06/1986
37613,Daily,45 Day,07/11/1986,08/25/1986
39756,Daily,9 Day,09/01/1967,09/10/1967
35821,Daily,37 Day,07/09/1989,08/15/1989
10842,Yearly,14 Year,06/22/1983,06/22/1997
10841,Daily,17 Day,04/23/1987,05/10/1987
10840,Yearly,10 Year,05/16/1975,05/16/1985
37610,Monthly,20 Month,11/15/1977,07/15/1979
39752,One_Off,1 Day,03/28/1967,03/28/1967
39762,Yearly,20 Year,06/28/1978,06/28/1998
39764,One_Off,1 Day,03/08/1972,03/08/1972
22460,Monthly,47 Month,11/27/1987,10/27/1991
39760,Daily,41 Day,12/25/1972,02/04/1973
22463,Monthly,29 Month,07/02/1984,12/02/1986
22462,Yearly,17 Year,12/01/1978,12/01/1995
39769,Monthly,58 Month,11/11/1978,09/11/1983
35851,Yearly,29 Year,06/21/1977,06/21/2006
22465,Daily,5 Day,02/16/1971,02/21/1971
22464,Monthly,71 Month,12/07/1979,11/07/1985
22466,Daily,32 Day,06/02/1978,07/04/1978
35855,One_Off,1 Day,11/18/1989,11/18/1989
35854,Monthly,26 Month,03/22/1987,05/22/1989
22468,Yearly,25 Year,03/17/1986,03/17/2011
35859,Monthly,82 Month,02/23/1990,12/23/1996
35857,Yearly,24 Year,06/14/1988,06/14/2012
24593,One_Off,1 Day,01/25/1975,01/25/1975
24594,Monthly,79 Month,02/08/1978,09/08/1984
39773,Daily,7 Day,03/01/1968,03/08/1968
39771,Yearly,8 Year,12/17/1988,12/17/1996
24590,Yearly,22 Year,10/15/1976,10/15/1998
22454,Monthly,74 Month,11/12/1983,01/12/1990
22453,Monthly,21 Month,01/13/1984,10/13/1985
35843,One_Off,1 Day,08/23/1978,08/23/1978
39778,Daily,7 Day,08/19/1970,08/26/1970
24596,Yearly,36 Year,06/11/1969,06/11/2005
35842,Yearly,22 Year,05/22/1966,05/22/1988
22457,One_Off,1 Day,04/02/1990,04/02/1990
39777,Monthly,41 Month,08/05/1969,01/05/1973
22456,Yearly,22 Year,12/11/1967,12/11/1989
22455,Yearly,19 Year,09/12/1983,09/12/2002
22459,One_Off,1 Day,03/16/1982,03/16/1982
39780,Yearly,16 Year,04/07/1988,04/07/2004
35870,Monthly,69 Month,12/02/1973,09/02/1979
22483,One_Off,1 Day,10/17/1979,10/17/1979
39783,Daily,21 Day,11/27/1988,12/18/1988
39785,Yearly,8 Year,05/21/1986,05/21/1994
22489,Monthly,74 Month,09/02/1967,11/02/1973
35877,One_Off,1 Day,12/13/1970,12/13/1970
39789,Yearly,7 Year,10/21/1968,10/21/1975
35874,Daily,44 Day,02/27/1966,04/12/1966
22484,Monthly,84 Month,09/08/1982,09/08/1989
35873,Monthly,55 Month,09/01/1978,04/01/1983
35879,Daily,45 Day,08/06/1987,09/20/1987
39792,Yearly,15 Year,10/15/1980,10/15/1995
39793,Monthly,18 Month,08/16/1968,02/16/1970
22472,Monthly,29 Month,04/20/1990,09/20/1992
39790,Daily,21 Day,07/16/1981,08/06/1981
22470,Monthly,23 Month,02/23/1985,01/23/1987
39796,Monthly,7 Month,12/08/1977,07/08/1978
39797,Yearly,26 Year,07/07/1986,07/07/2012
39799,Yearly,15 Year,04/01/1979,04/01/1994
35861,Monthly,39 Month,02/02/1972,05/02/1975
35862,Daily,10 Day,04/04/1990,04/14/1990
35869,Yearly,4 Year,09/25/1989,09/25/1993
35868,Daily,48 Day,01/16/1989,03/05/1989
24561,Daily,44 Day,07/28/1987,09/10/1987
22426,One_Off,1 Day,04/02/1986,04/02/1986
24569,Yearly,34 Year,08/08/1979,08/08/2013
35895,Monthly,46 Month,12/21/1971,10/21/1975
35896,One_Off,1 Day,02/15/1968,02/15/1968
35893,Monthly,30 Month,02/06/1982,08/06/1984
24568,Yearly,31 Year,07/24/1983,07/24/2014
24565,One_Off,1 Day,12/09/1986,12/09/1986
22424,One_Off,1 Day,11/07/1979,11/07/1979
24564,Monthly,36 Month,12/12/1985,12/12/1988
24551,One_Off,1 Day,05/28/1969,05/28/1969
24550,Yearly,9 Year,12/24/1972,12/24/1981
35881,Monthly,54 Month,03/26/1982,09/26/1986
35880,Daily,8 Day,11/10/1982,11/18/1982
22418,Daily,49 Day,02/20/1978,04/10/1978
22415,Monthly,46 Month,10/01/1983,08/01/1987
22416,Monthly,72 Month,08/05/1969,08/05/1975
22419,Yearly,35 Year,12/21/1967,12/21/2002
24556,Monthly,37 Month,10/09/1981,11/09/1984
24557,Yearly,6 Year,03/28/1982,03/28/1988
22410,Monthly,59 Month,06/07/1978,05/07/1983
35884,One_Off,1 Day,06/09/1990,06/09/1990
24559,Monthly,24 Month,01/08/1981,01/08/1983
22413,Yearly,19 Year,02/21/1986,02/21/2005
35887,Monthly,28 Month,07/11/1983,11/11/1985
22411,Daily,27 Day,11/02/1982,11/29/1982
24554,One_Off,1 Day,06/12/1980,06/12/1980
22412,Yearly,19 Year,07/20/1971,07/20/1990
24580,Daily,3 Day,01/07/1976,01/10/1976
24584,Daily,42 Day,12/27/1981,02/07/1982
24581,Daily,39 Day,10/11/1976,11/19/1976
22448,Yearly,32 Year,01/14/1971,01/14/2003
22449,Monthly,31 Month,05/26/1989,12/26/1991
24587,Monthly,27 Month,05/10/1990,08/10/1992
24588,Yearly,26 Year,10/15/1985,10/15/2011
22445,Daily,54 Day,12/21/1983,02/13/1984
22446,Monthly,24 Month,08/21/1977,08/21/1979
22447,One_Off,1 Day,11/04/1968,11/04/1968
24589,Monthly,77 Month,01/22/1980,06/22/1986
22439,Daily,8 Day,11/08/1972,11/16/1972
22437,Daily,18 Day,09/19/1990,10/07/1990
22435,Monthly,72 Month,12/16/1969,12/16/1975
22433,Yearly,14 Year,06/16/1979,06/16/1993
22434,Monthly,49 Month,09/02/1982,10/02/1986
24578,Yearly,20 Year,06/04/1976,06/04/1996
22431,Yearly,6 Year,12/07/1989,12/07/1995
24632,One_Off,1 Day,01/11/1987,01/11/1987
24631,Monthly,85 Month,08/09/1978,09/09/1985
24636,Yearly,21 Year,01/03/1966,01/03/1987
24638,Daily,7 Day,03/27/1975,04/03/1975
37596,Monthly,55 Month,09/10/1985,04/10/1990
37597,Yearly,4 Year,09/22/1982,09/22/1986
37592,Monthly,51 Month,02/12/1987,05/12/1991
37590,Monthly,54 Month,03/13/1984,09/13/1988
24641,Yearly,15 Year,01/19/1985,01/19/2000
24640,Monthly,81 Month,03/01/1973,12/01/1979
24643,Monthly,81 Month,10/11/1987,07/11/1994
24642,Yearly,27 Year,10/11/1983,10/11/2010
37588,Monthly,5 Month,08/02/1979,01/02/1980
24646,Monthly,47 Month,11/20/1989,10/20/1993
37583,Daily,10 Day,10/22/1978,11/01/1978
37584,Monthly,79 Month,12/03/1966,07/03/1973
37586,Yearly,22 Year,02/12/1972,02/12/1994
37582,Daily,8 Day,10/25/1971,11/02/1971
24658,One_Off,1 Day,01/09/1986,01/09/1986
24656,Yearly,45 Year,04/27/1967,04/27/2012
31308,Yearly,31 Year,07/24/1975,07/24/2006
24654,Monthly,51 Month,01/11/1981,04/11/1985
24653,Monthly,75 Month,06/12/1985,09/12/1991
31305,Monthly,22 Month,02/26/1984,12/26/1985
31303,Monthly,82 Month,12/06/1987,10/06/1994
31300,Yearly,30 Year,10/23/1979,10/23/2009
45099,Monthly,35 Month,07/18/1973,06/18/1976
45095,Daily,16 Day,02/19/1970,03/07/1970
45092,One_Off,1 Day,08/02/1974,08/02/1974
45090,Yearly,25 Year,09/10/1980,09/10/2005
24667,Daily,26 Day,08/09/1986,09/04/1986
31319,Daily,37 Day,03/18/1966,04/24/1966
31318,Yearly,13 Year,06/15/1985,06/15/1998
24668,Yearly,31 Year,11/19/1979,11/19/2010
31315,Daily,11 Day,06/09/1987,06/20/1987
24662,Daily,6 Day,11/13/1990,11/19/1990
31317,Monthly,82 Month,12/04/1984,10/04/1991
24664,Daily,48 Day,03/06/1969,04/23/1969
45085,Monthly,74 Month,05/13/1968,07/13/1974
45082,Yearly,25 Year,02/16/1988,02/16/2013
24660,Monthly,27 Month,05/28/1985,08/28/1987
31320,One_Off,1 Day,09/27/1966,09/27/1966
22378,One_Off,1 Day,06/28/1974,06/28/1974
22379,Yearly,26 Year,09/14/1983,09/14/2009
22375,Monthly,14 Month,03/11/1980,05/11/1981
22377,Yearly,22 Year,02/17/1980,02/17/2002
22373,One_Off,1 Day,04/18/1985,04/18/1985
24605,Monthly,70 Month,10/16/1973,08/16/1979
24606,One_Off,1 Day,12/03/1974,12/03/1974
24607,Yearly,17 Year,11/04/1990,11/04/2007
24608,Monthly,23 Month,11/05/1987,10/05/1989
31332,One_Off,1 Day,03/02/1981,03/02/1981
24609,One_Off,1 Day,09/05/1984,09/05/1984
31337,Monthly,85 Month,06/05/1989,07/05/1996
22389,Monthly,69 Month,10/21/1979,07/21/1985
22387,Daily,35 Day,04/07/1972,05/12/1972
22388,Yearly,7 Year,05/16/1975,05/16/1982
22386,Yearly,18 Year,04/23/1973,04/23/1991
24603,Monthly,26 Month,06/22/1990,08/22/1992
22384,One_Off,1 Day,03/27/1974,03/27/1974
22383,Daily,41 Day,09/25/1989,11/05/1989
22381,Yearly,5 Year,07/05/1989,07/05/1994
22380,Yearly,6 Year,06/10/1968,06/10/1974
31346,One_Off,1 Day,03/26/1984,03/26/1984
31343,Daily,21 Day,12/08/1979,12/29/1979
31344,Yearly,4 Year,12/05/1984,12/05/1988
31342,Yearly,28 Year,01/21/1976,01/21/2004
24615,Yearly,23 Year,03/16/1990,03/16/2013
31340,Daily,42 Day,10/03/1984,11/14/1984
22396,Yearly,18 Year,11/23/1984,11/23/2002
24613,Monthly,78 Month,01/14/1981,07/14/1987
24614,One_Off,1 Day,06/08/1985,06/08/1985
22398,One_Off,1 Day,11/25/1986,11/25/1986
24611,Monthly,62 Month,08/07/1973,10/07/1978
22399,Monthly,25 Month,12/23/1972,01/23/1975
31347,Monthly,17 Month,05/14/1976,10/14/1977
22392,Daily,34 Day,04/08/1990,05/12/1990
22394,Monthly,31 Month,03/21/1977,10/21/1979
31355,Monthly,56 Month,04/21/1989,12/21/1993
31357,Monthly,64 Month,08/23/1989,12/23/1994
31350,Daily,28 Day,01/05/1968,02/02/1968
24626,Yearly,11 Year,08/06/1988,08/06/1999
31351,Monthly,19 Month,04/18/1972,11/18/1973
31353,Yearly,28 Year,05/24/1983,05/24/2011
24622,One_Off,1 Day,10/02/1983,10/02/1983
24623,Daily,43 Day,05/21/1990,07/03/1990
24624,Yearly,9 Year,01/15/1972,01/15/1981
24625,Daily,46 Day,12/19/1967,02/03/1968
31358,Yearly,26 Year,06/13/1969,06/13/1995
31359,Monthly,42 Month,10/24/1989,04/24/1993
24620,Daily,9 Day,02/25/1976,03/05/1976
10819,Monthly,74 Month,08/21/1984,10/21/1990
45031,Daily,5 Day,11/20/1980,11/25/1980
45030,Yearly,25 Year,05/14/1967,05/14/1992
45033,Yearly,6 Year,11/01/1981,11/01/1987
31360,Daily,16 Day,08/19/1980,09/04/1980
37515,Monthly,50 Month,06/07/1979,08/07/1983
37517,Daily,15 Day,08/20/1981,09/04/1981
37516,Monthly,46 Month,09/22/1967,07/22/1971
37510,Daily,5 Day,12/18/1981,12/23/1981
37513,Daily,44 Day,10/23/1982,12/06/1982
10820,Yearly,12 Year,07/11/1970,07/11/1982
31362,Daily,26 Day,08/22/1987,09/17/1987
10821,One_Off,1 Day,06/04/1987,06/04/1987
10822,Yearly,20 Year,10/03/1983,10/03/2003
45035,One_Off,1 Day,03/28/1966,03/28/1966
31364,One_Off,1 Day,03/24/1982,03/24/1982
45036,Monthly,6 Month,05/14/1980,11/14/1980
45037,One_Off,1 Day,11/16/1987,11/16/1987
31363,Daily,52 Day,01/17/1974,03/10/1974
31366,Monthly,3 Month,05/28/1981,08/28/1981
45038,One_Off,1 Day,06/11/1971,06/11/1971
31365,Monthly,24 Month,02/11/1968,02/11/1970
10826,Monthly,89 Month,05/27/1989,10/27/1996
10827,Daily,28 Day,06/07/1984,07/05/1984
10828,Monthly,26 Month,06/04/1968,08/04/1970
31367,Daily,7 Day,11/18/1972,11/25/1972
10809,Yearly,21 Year,03/15/1977,03/15/1998
45022,Yearly,37 Year,05/25/1967,05/25/2004
31371,Daily,15 Day,08/06/1977,08/21/1977
45020,Daily,20 Day,12/16/1980,01/05/1981
37502,One_Off,1 Day,01/19/1975,01/19/1975
37500,Daily,54 Day,09/17/1982,11/10/1982
31375,One_Off,1 Day,02/08/1979,02/08/1979
45026,Yearly,10 Year,05/17/1984,05/17/1994
10813,Yearly,28 Year,04/24/1970,04/24/1998
10810,Monthly,82 Month,02/11/1968,12/11/1974
10811,Yearly,10 Year,11/11/1982,11/11/1992
45024,Monthly,9 Month,06/06/1970,03/06/1971
10816,Monthly,9 Month,05/08/1977,02/08/1978
45027,One_Off,1 Day,01/26/1977,01/26/1977
37508,One_Off,1 Day,07/25/1982,07/25/1982
10815,Yearly,15 Year,11/27/1990,11/27/2005
45028,Monthly,72 Month,05/15/1989,05/15/1995
31376,Daily,50 Day,01/03/1975,02/22/1975
37507,Monthly,7 Month,08/28/1984,03/28/1985
45011,One_Off,1 Day,06/22/1979,06/22/1979
37531,Yearly,7 Year,04/07/1989,04/07/1996
37535,Yearly,10 Year,04/27/1974,04/27/1984
37534,Monthly,68 Month,12/28/1985,08/28/1991
37537,One_Off,1 Day,08/13/1966,08/13/1966
37536,Monthly,49 Month,08/02/1969,09/02/1973
45016,Monthly,18 Month,07/25/1989,01/25/1991
10804,Daily,26 Day,12/14/1985,01/09/1986
45017,Yearly,3 Year,03/27/1988,03/27/1991
10805,One_Off,1 Day,03/09/1980,03/09/1980
10806,Monthly,12 Month,07/01/1988,07/01/1989
31383,Yearly,12 Year,03/19/1976,03/19/1988
10800,One_Off,1 Day,12/22/1973,12/22/1973
31386,Daily,55 Day,07/13/1974,09/06/1974
45014,One_Off,1 Day,12/23/1984,12/23/1984
45015,Monthly,45 Month,11/13/1968,08/13/1972
10802,Yearly,11 Year,04/27/1987,04/27/1998
31392,Daily,23 Day,09/12/1973,10/05/1973
45000,Monthly,22 Month,09/24/1970,07/24/1972
31390,Daily,44 Day,05/15/1983,06/28/1983
37524,One_Off,1 Day,06/17/1977,06/17/1977
37523,Monthly,13 Month,01/19/1976,02/19/1977
45009,One_Off,1 Day,10/18/1981,10/18/1981
45007,One_Off,1 Day,03/12/1969,03/12/1969
45008,Yearly,31 Year,09/07/1980,09/07/2011
45005,Daily,12 Day,01/08/1969,01/20/1969
31399,Monthly,11 Month,09/11/1969,08/11/1970
45006,One_Off,1 Day,03/28/1966,03/28/1966
37529,Monthly,3 Month,03/28/1988,06/28/1988
45003,Monthly,80 Month,10/28/1982,06/28/1989
31396,Monthly,8 Month,12/23/1983,08/23/1984
31395,Yearly,8 Year,10/13/1973,10/13/1981
45001,Monthly,87 Month,07/12/1987,10/12/1994
31394,Monthly,88 Month,03/02/1985,07/02/1992
45002,Monthly,69 Month,12/11/1987,09/11/1993
37551,Monthly,41 Month,08/18/1966,01/18/1970
37550,Daily,25 Day,11/23/1982,12/18/1982
37553,One_Off,1 Day,07/21/1984,07/21/1984
45070,Monthly,15 Month,01/27/1978,04/27/1979
45072,One_Off,1 Day,11/04/1970,11/04/1970
45073,Yearly,10 Year,07/11/1990,07/11/2000
45074,Monthly,76 Month,06/16/1990,10/16/1996
45075,Yearly,17 Year,03/09/1974,03/09/1991
45079,Daily,8 Day,12/15/1970,12/23/1970
45078,Monthly,14 Month,04/16/1990,06/16/1991
37559,Monthly,61 Month,08/24/1970,09/24/1975
37555,One_Off,1 Day,12/24/1984,12/24/1984
37542,Monthly,73 Month,12/01/1986,01/01/1993
37541,Monthly,63 Month,03/01/1972,06/01/1977
37540,Yearly,8 Year,01/09/1989,01/09/1997
45062,Monthly,65 Month,07/08/1986,12/08/1991
45060,Yearly,8 Year,04/08/1988,04/08/1996
45065,One_Off,1 Day,03/25/1977,03/25/1977
45063,Monthly,51 Month,04/21/1987,07/21/1991
45064,Daily,50 Day,10/05/1985,11/24/1985
45069,Monthly,25 Month,09/10/1979,10/10/1981
45067,Monthly,69 Month,06/26/1977,03/26/1983
37549,Yearly,28 Year,03/21/1970,03/21/1998
37548,One_Off,1 Day,11/20/1984,11/20/1984
37545,Yearly,25 Year,07/11/1985,07/11/2010
37543,Monthly,16 Month,07/03/1967,11/03/1968
37544,One_Off,1 Day,07/07/1968,07/07/1968
37570,One_Off,1 Day,10/28/1989,10/28/1989
37575,One_Off,1 Day,01/13/1983,01/13/1983
45053,One_Off,1 Day,10/15/1976,10/15/1976
45054,Monthly,15 Month,04/27/1979,07/27/1980
45055,Monthly,44 Month,12/23/1990,08/23/1994
45059,Monthly,51 Month,02/10/1967,05/10/1971
37579,Yearly,5 Year,10/27/1977,10/27/1982
37560,Yearly,5 Year,03/07/1974,03/07/1979
37564,Monthly,24 Month,12/25/1989,12/25/1991
37563,Monthly,46 Month,03/08/1973,01/08/1977
37561,Daily,25 Day,09/10/1982,10/05/1982
45044,Yearly,11 Year,02/03/1986,02/03/1997
45042,Monthly,22 Month,09/07/1971,07/07/1973
45040,Yearly,19 Year,06/13/1983,06/13/2002
45045,One_Off,1 Day,01/19/1966,01/19/1966
37567,Daily,30 Day,04/23/1985,05/23/1985
37568,Daily,42 Day,11/22/1990,01/03/1991
37569,Yearly,26 Year,02/28/1978,02/28/2004
10708,Daily,34 Day,12/18/1967,01/21/1968
14990,Monthly,36 Month,07/01/1966,07/01/1969
14991,Yearly,13 Year,09/19/1986,09/19/1999
12859,Monthly,44 Month,07/22/1982,03/22/1986
12857,Monthly,17 Month,07/19/1972,12/19/1973
12856,Monthly,12 Month,04/11/1966,04/11/1967
10710,Yearly,22 Year,07/25/1970,07/25/1992
12851,Monthly,5 Month,04/23/1970,09/23/1970
12850,Monthly,60 Month,11/06/1975,11/06/1980
14999,Monthly,62 Month,07/17/1985,09/17/1990
47909,Monthly,34 Month,01/10/1975,11/10/1977
10716,Monthly,32 Month,05/23/1972,01/23/1975
47908,Daily,37 Day,02/19/1976,03/27/1976
12854,Monthly,22 Month,04/17/1978,02/17/1980
10715,One_Off,1 Day,06/19/1981,06/19/1981
14993,Monthly,36 Month,06/22/1985,06/22/1988
47907,Yearly,21 Year,02/08/1982,02/08/2003
10717,Daily,24 Day,02/05/1990,03/01/1990
14995,Yearly,22 Year,11/03/1988,11/03/2010
47906,Daily,54 Day,08/25/1968,10/18/1968
12868,Monthly,67 Month,01/23/1975,08/23/1980
12867,Monthly,80 Month,06/03/1978,02/03/1985
47910,Daily,42 Day,09/05/1975,10/17/1975
10721,Daily,30 Day,12/01/1970,12/31/1970
10720,One_Off,1 Day,02/22/1968,02/22/1968
47912,Daily,44 Day,11/13/1971,12/27/1971
47911,Yearly,14 Year,03/10/1989,03/10/2003
12860,Yearly,8 Year,05/25/1974,05/25/1982
47914,Monthly,29 Month,07/12/1972,12/12/1974
10725,Yearly,7 Year,08/05/1987,08/05/1994
12862,Monthly,30 Month,06/10/1986,12/10/1988
12864,One_Off,1 Day,06/06/1970,06/06/1970
47918,Daily,38 Day,04/08/1984,05/16/1984
47917,Daily,52 Day,07/12/1985,09/02/1985
12866,Monthly,14 Month,03/16/1989,05/16/1990
10726,Daily,4 Day,10/07/1977,10/11/1977
47919,Yearly,26 Year,12/04/1983,12/04/2009
47923,One_Off,1 Day,07/04/1968,07/04/1968
10730,Monthly,65 Month,01/21/1966,06/21/1971
47922,Monthly,31 Month,03/05/1978,10/05/1980
47921,Daily,15 Day,02/10/1982,02/25/1982
10738,One_Off,1 Day,06/27/1970,06/27/1970
12875,One_Off,1 Day,04/27/1979,04/27/1979
10739,One_Off,1 Day,05/20/1979,05/20/1979
12874,One_Off,1 Day,02/02/1986,02/02/1986
10734,Monthly,76 Month,04/08/1988,08/08/1994
47926,Daily,31 Day,04/06/1980,05/07/1980
12872,Yearly,30 Year,05/08/1981,05/08/2011
12871,Monthly,53 Month,10/24/1973,03/24/1978
10735,Monthly,46 Month,02/07/1973,12/07/1976
47924,Monthly,67 Month,11/02/1969,06/02/1975
12880,Yearly,9 Year,01/13/1983,01/13/1992
47932,Daily,10 Day,08/09/1967,08/19/1967
10742,Daily,25 Day,02/22/1973,03/19/1973
47931,Monthly,60 Month,10/28/1966,10/28/1971
10741,Daily,52 Day,03/24/1968,05/15/1968
47934,Monthly,89 Month,03/02/1970,08/02/1977
47933,Monthly,18 Month,01/16/1981,07/16/1982
47930,Yearly,26 Year,06/22/1978,06/22/2004
12885,Yearly,7 Year,10/04/1990,10/04/1997
12888,Monthly,63 Month,03/08/1978,06/08/1983
10749,Daily,5 Day,10/22/1979,10/27/1979
12887,One_Off,1 Day,07/10/1977,07/10/1977
12882,Daily,10 Day,10/14/1981,10/24/1981
47935,Daily,43 Day,09/10/1969,10/23/1969
12884,Daily,43 Day,08/20/1989,10/02/1989
12883,Daily,46 Day,09/28/1990,11/13/1990
10755,Monthly,64 Month,02/20/1972,06/20/1977
10756,Yearly,18 Year,11/25/1990,11/25/2008
10757,Daily,25 Day,06/03/1977,06/28/1977
12892,Monthly,90 Month,03/17/1983,09/17/1990
10759,Monthly,10 Month,12/20/1979,10/20/1980
10752,Monthly,76 Month,02/01/1990,06/01/1996
10754,Monthly,31 Month,02/12/1980,09/12/1982
10768,Monthly,12 Month,10/10/1974,10/10/1975
10769,Monthly,19 Month,10/09/1977,05/09/1979
10766,Yearly,22 Year,08/06/1979,08/06/2001
10767,Daily,46 Day,10/25/1975,12/10/1975
10760,Monthly,80 Month,01/19/1983,09/19/1989
10764,One_Off,1 Day,05/05/1982,05/05/1982
10762,Monthly,80 Month,02/15/1975,10/15/1981
10778,Daily,10 Day,01/28/1988,02/07/1988
10779,Yearly,35 Year,10/02/1973,10/02/2008
10774,Yearly,5 Year,07/06/1967,07/06/1972
10775,Monthly,74 Month,02/24/1972,04/24/1978
10770,Monthly,54 Month,05/06/1976,11/06/1980
10772,Daily,20 Day,06/24/1975,07/14/1975
10788,Yearly,27 Year,05/03/1970,05/03/1997
10789,Daily,32 Day,08/28/1969,09/29/1969
10786,Daily,13 Day,11/04/1966,11/17/1966
10783,Yearly,20 Year,05/21/1985,05/21/2005
10780,Yearly,16 Year,10/11/1969,10/11/1985
35558,Daily,26 Day,02/16/1975,03/14/1975
39468,Monthly,6 Month,09/27/1971,03/27/1972
22323,Daily,46 Day,05/23/1978,07/08/1978
10794,One_Off,1 Day,02/10/1981,02/10/1981
24467,One_Off,1 Day,06/18/1966,06/18/1966
47982,Yearly,13 Year,12/08/1968,12/08/1981
10793,One_Off,1 Day,09/16/1970,09/16/1970
22324,Monthly,55 Month,03/25/1983,10/25/1987
35559,Daily,38 Day,05/07/1986,06/14/1986
24464,One_Off,1 Day,11/17/1990,11/17/1990
10792,Monthly,64 Month,08/15/1975,12/15/1980
35556,Monthly,42 Month,12/24/1969,06/24/1973
47985,Yearly,15 Year,04/22/1987,04/22/2002
47984,Monthly,42 Month,07/27/1976,01/27/1980
35557,Monthly,8 Month,06/03/1969,02/03/1970
10791,Yearly,24 Year,05/19/1970,05/19/1994
47987,Daily,5 Day,09/22/1975,09/27/1975
35554,Daily,40 Day,12/04/1982,01/13/1983
22320,Monthly,78 Month,06/27/1971,12/27/1977
47986,One_Off,1 Day,05/11/1984,05/11/1984
47989,One_Off,1 Day,08/19/1976,08/19/1976
24469,Monthly,5 Month,09/28/1972,02/28/1973
10795,Monthly,86 Month,09/01/1981,11/01/1988
10799,Monthly,36 Month,09/08/1987,09/08/1990
35550,Monthly,90 Month,10/15/1982,04/15/1990
24463,Yearly,48 Year,09/06/1966,09/06/2014
39465,One_Off,1 Day,03/16/1981,03/16/1981
39464,Daily,17 Day,12/18/1967,01/04/1968
10790,Yearly,13 Year,01/22/1979,01/22/1992
39467,Yearly,22 Year,08/07/1974,08/07/1996
24461,One_Off,1 Day,01/13/1968,01/13/1968
47980,Monthly,67 Month,07/01/1969,02/01/1975
47981,Monthly,78 Month,01/24/1979,07/24/1985
22314,Monthly,37 Month,11/16/1978,12/16/1981
22315,Daily,32 Day,02/22/1989,03/26/1989
35546,Daily,4 Day,06/26/1969,06/30/1969
24454,Yearly,3 Year,06/17/1983,06/17/1986
22312,One_Off,1 Day,03/02/1977,03/02/1977
24455,Monthly,29 Month,12/16/1975,05/16/1978
35548,Monthly,72 Month,07/12/1967,07/12/1973
35541,One_Off,1 Day,03/15/1966,03/15/1966
24458,Daily,29 Day,02/02/1973,03/03/1973
24459,Monthly,76 Month,07/27/1973,11/27/1979
35544,One_Off,1 Day,12/13/1975,12/13/1975
47997,Daily,34 Day,10/01/1975,11/04/1975
39474,One_Off,1 Day,09/25/1966,09/25/1966
39473,Yearly,47 Year,11/03/1966,11/03/2013
39472,Daily,51 Day,11/10/1988,12/31/1988
35540,Yearly,14 Year,01/04/1975,01/04/1989
39477,Yearly,8 Year,08/10/1985,08/10/1993
47990,Daily,4 Day,12/27/1970,12/31/1970
24448,One_Off,1 Day,05/17/1986,05/17/1986
24449,Yearly,15 Year,07/10/1987,07/10/2002
22300,One_Off,1 Day,06/12/1969,06/12/1969
39446,Yearly,20 Year,03/25/1990,03/25/2010
24444,Daily,50 Day,04/09/1967,05/29/1967
22302,Monthly,19 Month,04/26/1970,11/26/1971
39447,One_Off,1 Day,05/09/1983,05/09/1983
39448,Monthly,36 Month,08/18/1989,08/18/1992
24443,Monthly,26 Month,08/06/1988,10/06/1990
39449,Monthly,62 Month,11/19/1967,01/19/1973
35535,Monthly,75 Month,05/06/1977,08/06/1983
22306,Yearly,3 Year,09/03/1978,09/03/1981
35538,One_Off,1 Day,11/09/1968,11/09/1968
35539,Daily,41 Day,06/27/1978,08/07/1978
39443,One_Off,1 Day,04/28/1980,04/28/1980
39444,One_Off,1 Day,04/16/1973,04/16/1973
39441,One_Off,1 Day,10/24/1974,10/24/1974
39440,Yearly,29 Year,11/04/1971,11/04/2000
12808,Yearly,15 Year,08/14/1988,08/14/2003
24435,Monthly,57 Month,08/18/1986,05/18/1991
12807,Monthly,55 Month,01/01/1977,08/01/1981
35520,Yearly,24 Year,12/03/1985,12/03/2009
12806,Yearly,6 Year,04/01/1982,04/01/1988
24438,Monthly,43 Month,08/06/1969,03/06/1973
35523,Yearly,20 Year,05/08/1976,05/08/1996
12804,One_Off,1 Day,08/04/1979,08/04/1979
39459,One_Off,1 Day,12/18/1979,12/18/1979
24432,Daily,20 Day,06/27/1976,07/17/1976
35524,Yearly,17 Year,05/10/1982,05/10/1999
35525,One_Off,1 Day,07/10/1990,07/10/1990
24433,Daily,44 Day,05/06/1976,06/19/1976
12802,Yearly,10 Year,04/21/1968,04/21/1978
35526,One_Off,1 Day,09/25/1971,09/25/1971
24434,Yearly,20 Year,09/16/1971,09/16/1991
12801,Yearly,8 Year,10/25/1978,10/25/1986
39458,Monthly,58 Month,12/04/1984,10/04/1989
12800,Daily,30 Day,03/19/1968,04/18/1968
35528,Monthly,6 Month,04/18/1966,10/18/1966
39456,Monthly,88 Month,07/26/1967,11/26/1974
39451,Daily,38 Day,09/15/1983,10/23/1983
39450,Monthly,12 Month,10/14/1979,10/14/1980
47946,Yearly,9 Year,09/26/1983,09/26/1992
47947,Monthly,16 Month,05/11/1973,09/11/1974
